account,slot,name,filter,error,odds_band,plbf,bets,sys_key,fingerprint
noggin4,51,0 RUNS IRE FR v2 12.01 - 300.00,"TEST PASSED LEGALLY1 AND odds_workout  BETWEEN 52 and 77 AND careerruns = 0 AND horsesex = 1 AND tonguetie = 0 AND longlistracecat NOT IN ( 1,6,10,12 ) AND datemonthofyear  IN ( 1,2,3,4,5,6,8,9,10,11,12 ) AND horsecountry  IN ( 2,4 ) AND headgear  IN ( 1,23 ) AND dateyears >=2003",,12.01 - 300,432.09,5386.0,noggin4:51,"(frozenset({'TEST PASSED LEGALLY1', 'careerruns = 0', 'odds_workout BETWEEN 52 and 77', 'headgear IN (1,23)', 'horsecountry IN (2,4)', 'datemonthofyear IN (1,2,3,4,5,6,8,9,10,11,12)', 'horsesex = 1', 'tonguetie = 0', 'longlistracecat NOT IN (1,6,10,12)'}), '12.01 - 300')"
noggin4,52,TR BOLGER,"TEST PASSED LEGALLY1 AND yards <> 1320 AND horse_age  BETWEEN 3 and 6 AND careerruns  BETWEEN 3 and 8 AND catruns <> 0 AND nh_flat_aw_id  IN ( 2,3 ) AND headgear  IN ( 23 ) AND distancemove NOT IN ( 0 ) AND trainer_id  IN ( 1036 ) AND careerruns>0 AND dateyears >=2003",,none,-94.56,149.0,noggin4:52,"(frozenset({'TEST PASSED LEGALLY1', 'careerruns BETWEEN 3 and 8', 'horse_age BETWEEN 3 and 6', 'nh_flat_aw_id IN (2,3)', 'catruns <> 0', 'trainer_id IN (1036)', 'headgear IN (23)', 'careerruns>0', 'distancemove NOT IN (0)', 'yards <> 1320'}), 'none')"
noggin4,53,BLINKERS 5.01 -1000.00,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1320 and 2200 AND totaldistbt  BETWEEN 4.05 and 30 AND headgear  IN ( 2 ) AND r2nh_flat_aw_id  IN ( 2,3 ) AND headgearlr NOT IN ( 2 ) AND careerruns>0 AND careerruns>0 AND dateyears >=2003",,5.01 - 1000,292.78,4728.0,noggin4:53,"(frozenset({'yards BETWEEN 1320 and 2200', 'headgear IN (2)', 'r2nh_flat_aw_id IN (2,3)', 'TEST PASSED LEGALLY1', 'headgearlr NOT IN (2)', 'careerruns>0', 'totaldistbt BETWEEN 4.05 and 30'}), '5.01 - 1000')"
noggin4,54,APPLEBY M 2YO-4YOs,"TEST PASSED LEGALLY1 AND yards NOT BETWEEN 2310 and 2970 AND horse_age  BETWEEN 2 and 4 AND careerruns  BETWEEN 4 and 15 AND catruns  BETWEEN 3 and 6 AND nh_flat_aw_id  IN ( 2,3 ) AND trainer_id  IN ( 1313 ) AND dateyears >=2003",,none,1.87,355.0,noggin4:54,"(frozenset({'yards NOT BETWEEN 2310 and 2970', 'TEST PASSED LEGALLY1', 'catruns BETWEEN 3 and 6', 'careerruns BETWEEN 4 and 15', 'trainer_id IN (1313)', 'horse_age BETWEEN 2 and 4', 'nh_flat_aw_id IN (2,3)'}), 'none')"
noggin4,56,DSLR and 2ndLR NHflatHurdle 9.01-1000.00,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 4 and 13 AND careerruns  BETWEEN 3 and 51 AND lastrun  BETWEEN 31 and 240 AND lasttoslast  BETWEEN 76 and 240 AND nh_flat_aw_id  IN ( 1 ) AND classincirish  IN ( 1,4,5,6 ) AND longlistracecat  IN ( 3,4,8,11,15,19,23,25,26,29,34,37 ) AND datemonthofyear  IN ( 1,2,3,4,5,6,7,8,9,10,11 ) AND horsecountry  IN ( 1,2 ) AND bestplace5  IN ( 1,2,3,4,5,6,7,8,9,10 ) AND d2placing NOT IN ( 93 ) AND careerruns>0 AND careerruns>1 AND dateyears >=2003",,9.01 - 1000,-515.44,2313.0,noggin4:56,"(frozenset({'bestplace5 IN (1,2,3,4,5,6,7,8,9,10)', 'classincirish IN (1,4,5,6)', 'careerruns>1', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'datemonthofyear IN (1,2,3,4,5,6,7,8,9,10,11)', 'd2placing NOT IN (93)', 'horse_age BETWEEN 4 and 13', 'horsecountry IN (1,2)', 'careerruns>0', 'careerruns BETWEEN 3 and 51', 'lastrun BETWEEN 31 and 240', 'longlistracecat IN (3,4,8,11,15,19,23,25,26,29,34,37)', 'lasttoslast BETWEEN 76 and 240'}), '9.01 - 1000')"
noggin4,57,AW CHP LTO 2 to 80,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 2 and 7 AND nh_flat_aw_id  IN ( 3 ) AND headgear  IN ( 2,3 ) AND headgearlr  IN ( 1 ) AND careerruns>0 AND dateyears >=2003",,2 - 80,108.71,2189.0,noggin4:57,"(frozenset({'horse_age BETWEEN 2 and 7', 'TEST PASSED LEGALLY1', 'headgear IN (2,3)', 'headgearlr IN (1)', 'nh_flat_aw_id IN (3)', 'careerruns>0'}), '2 - 80')"
noggin4,58,SS OBRIEN AIDEN IRELAND,"TEST PASSED LEGALLY1 AND yards NOT BETWEEN 1210 and 1430 AND horse_age  BETWEEN 2 and 3 AND seasonalruns  BETWEEN 1 and 3 AND country_id = 2 AND horsesex = 1 AND nh_flat_aw_id  IN ( 2 ) AND horsecountry  IN ( 1,2 ) AND bestplace5  IN ( 1,2,3,4,5,6 ) AND classmove NOT IN ( 1,2,3,4,5,6,7,8 ) AND jockeys_claim  IN ( 0 ) AND trainer_id  IN ( 85 ) AND r2nh_flat_aw_id  IN ( 2 ) AND careerruns>0 AND dateyears >=2003",,none,11.65,140.0,noggin4:58,"(frozenset({'bestplace5 IN (1,2,3,4,5,6)', 'trainer_id IN (85)', 'TEST PASSED LEGALLY1', 'country_id = 2', 'nh_flat_aw_id IN (2)', 'horse_age BETWEEN 2 and 3', 'jockeys_claim IN (0)', 'horsecountry IN (1,2)', 'classmove NOT IN (1,2,3,4,5,6,7,8)', 'r2nh_flat_aw_id IN (2)', 'careerruns>0', 'horsesex = 1', 'seasonalruns BETWEEN 1 and 3', 'yards NOT BETWEEN 1210 and 1430'}), 'none')"
noggin4,59,NH CHP LTO v3 2.01 - 1000.00,"TEST PASSED LEGALLY1 AND horse90dayrides  BETWEEN 0 and 4 AND seasonalruns  BETWEEN 0 and 5 AND catruns NOT BETWEEN 1 and 2 AND r2number_of_runners  BETWEEN 8 and 19 AND lastrun  BETWEEN 6 and 180 AND nh_flat_aw_id  IN ( 1 ) AND horsecountry NOT IN ( 3 ) AND headgear NOT IN ( 1 ) AND bestplace3  IN ( 1,2,3,4,5,6,7,8,9,10,11,90,93 ) AND bestplace5  IN ( 1,2,3,4,5,6,7,8,9 ) AND bestplace10  IN ( 1,2,3,4,5,6 ) AND headgearlr  IN ( 1 ) AND careerruns>0 AND dateyears >=2003",,2.01 - 1000,203.35,4116.0,noggin4:59,"(frozenset({'bestplace3 IN (1,2,3,4,5,6,7,8,9,10,11,90,93)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'headgear NOT IN (1)', 'horsecountry NOT IN (3)', 'bestplace5 IN (1,2,3,4,5,6,7,8,9)', 'horse90dayrides BETWEEN 0 and 4', 'bestplace10 IN (1,2,3,4,5,6)', 'seasonalruns BETWEEN 0 and 5', 'r2number_of_runners BETWEEN 8 and 19', 'headgearlr IN (1)', 'lastrun BETWEEN 6 and 180', 'careerruns>0', 'catruns NOT BETWEEN 1 and 2'}), '2.01 - 1000')"
noggin4,60,SS OBRIEN AIDEN main tracks,"TEST PASSED LEGALLY1 AND seasonalruns  BETWEEN 1 and 3 AND country_id = 2 AND horsesex = 1 AND nh_flat_aw_id  IN ( 2 ) AND track_id  IN ( 18,31,43,51 ) AND horsecountry  IN ( 1,2,5 ) AND bestplace5  IN ( 1,2,3,4,5,6 ) AND classmove NOT IN ( 1,2,3,4,5,6,7,8 ) AND jockeys_claim  IN ( 0 ) AND trainer_id  IN ( 85 ) AND r2nh_flat_aw_id  IN ( 2 ) AND careerruns>0 AND dateyears >=2003",,none,2.01,112.0,noggin4:60,"(frozenset({'bestplace5 IN (1,2,3,4,5,6)', 'trainer_id IN (85)', 'TEST PASSED LEGALLY1', 'country_id = 2', 'nh_flat_aw_id IN (2)', 'jockeys_claim IN (0)', 'track_id IN (18,31,43,51)', 'classmove NOT IN (1,2,3,4,5,6,7,8)', 'r2nh_flat_aw_id IN (2)', 'horsecountry IN (1,2,5)', 'careerruns>0', 'horsesex = 1', 'seasonalruns BETWEEN 1 and 3'}), 'none')"
noggin4,61,DSLR and 2ndLR v2 10.01 - 400.00,"TEST PASSED LEGALLY1 AND lastrun  BETWEEN 16 and 365 AND lasttoslast  BETWEEN 76 and 240 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 1 ) AND classincirish  IN ( 1,4,5,6,7 ) AND datemonthofyear  IN ( 3,4,5,6,7,8,9,10,11,12 ) AND horsecountry  IN ( 1,2 ) AND headgear NOT IN ( 1 ) AND jockeys_claim  IN ( 3,4,5,6,7,8,9,10 ) AND careerruns>0 AND careerruns>1 AND dateyears >=2003",,10.01 - 400,529.31,1797.0,noggin4:61,"(frozenset({'careerruns>1', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'lastrun BETWEEN 16 and 365', 'headgear NOT IN (1)', 'jockeys_claim IN (3,4,5,6,7,8,9,10)', 'datemonthofyear IN (3,4,5,6,7,8,9,10,11,12)', 'horsecountry IN (1,2)', 'careerruns>0', 'classincirish IN (1,4,5,6,7)', 'tonguetie = 0', 'lasttoslast BETWEEN 76 and 240'}), '10.01 - 400')"
noggin4,62,NH CHP LTO,"TEST PASSED LEGALLY1 AND seasonalruns  BETWEEN 0 and 5 AND lastrun  BETWEEN 1 and 730 AND nh_flat_aw_id  IN ( 1 ) AND horsecountry NOT IN ( 3 ) AND headgear  IN ( 2,3,4,20,22,23 ) AND bestplace3  IN ( 1,2,3,4,5,6,7,8,9,10,11,90,93 ) AND bestplace5  IN ( 1,2,3,4,5,6,7,8,9 ) AND bestplace10  IN ( 1,2,3,4,5,6 ) AND headgearlr  IN ( 1 ) AND careerruns>0 AND dateyears >=2003",,none,351.36,9359.0,noggin4:62,"(frozenset({'bestplace3 IN (1,2,3,4,5,6,7,8,9,10,11,90,93)', 'headgear IN (2,3,4,20,22,23)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'bestplace5 IN (1,2,3,4,5,6,7,8,9)', 'bestplace10 IN (1,2,3,4,5,6)', 'seasonalruns BETWEEN 0 and 5', 'headgearlr IN (1)', 'horsecountry NOT IN (3)', 'careerruns>0', 'lastrun BETWEEN 1 and 730'}), 'none')"
noggin4,63,SS WELD DK IRELAND 1plus win,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 5 and 11 AND wlastrun  BETWEEN 181 and 1095 AND country_id = 2 AND nh_flat_aw_id  IN ( 2 ) AND horsecountry NOT IN ( 3 ) AND trainer_id  IN ( 392 ) AND r2nh_flat_aw_id  IN ( 1,3 ) AND careerruns>0 AND careerwins>0 AND dateyears >=2003",,none,16.95,4.0,noggin4:63,"(frozenset({'r2nh_flat_aw_id IN (1,3)', 'TEST PASSED LEGALLY1', 'country_id = 2', 'nh_flat_aw_id IN (2)', 'horsecountry NOT IN (3)', 'trainer_id IN (392)', 'wlastrun BETWEEN 181 and 1095', 'horse_age BETWEEN 5 and 11', 'careerruns>0', 'careerwins>0'}), 'none')"
noggin4,64,SS WELD DK IRELAND 0 wins,"TEST PASSED LEGALLY1 AND careerwins = 0 AND country_id = 2 AND nh_flat_aw_id  IN ( 2 ) AND bestplace3  IN ( 4,5,6,7,8 ) AND trainer_id  IN ( 392 ) AND r2nh_flat_aw_id  IN ( 1,3 ) AND careerruns>0 AND dateyears >=2003",,none,-1.16,16.0,noggin4:64,"(frozenset({'r2nh_flat_aw_id IN (1,3)', 'TEST PASSED LEGALLY1', 'country_id = 2', 'nh_flat_aw_id IN (2)', 'careerwins = 0', 'trainer_id IN (392)', 'bestplace3 IN (4,5,6,7,8)', 'careerruns>0'}), 'none')"
noggin4,65,RYAN K 6-11 Runs Code 2.01 - 80.00,"TEST PASSED LEGALLY1 AND yards NOT BETWEEN 1100 and 1210 AND careerruns NOT BETWEEN 12 and 13 AND catruns  BETWEEN 6 and 11 AND totaldistbt NOT BETWEEN 0 and 0.96 AND nh_flat_aw_id  IN ( 2 ) AND horsecountry NOT IN ( 3 ) AND bestplace3  IN ( 1,2,3,4,5,6,7 ) AND trainer_id  IN ( 1198 ) AND careerruns>0 AND careerruns>0 AND dateyears >=2003",,2.01 - 80,124.06,128.0,noggin4:65,"(frozenset({'TEST PASSED LEGALLY1', 'totaldistbt NOT BETWEEN 0 and 0.96', 'nh_flat_aw_id IN (2)', 'bestplace3 IN (1,2,3,4,5,6,7)', 'trainer_id IN (1198)', 'yards NOT BETWEEN 1100 and 1210', 'careerruns NOT BETWEEN 12 and 13', 'horsecountry NOT IN (3)', 'catruns BETWEEN 6 and 11', 'careerruns>0'}), '2.01 - 80')"
noggin4,66,CHELT not 6-10 runs 2023,"TEST PASSED LEGALLY1 AND number_of_runners  BETWEEN 11 and 40 AND careerruns NOT BETWEEN 6 and 10 AND trainerhorseruns  BETWEEN 0 and 21 AND catwins  BETWEEN 1 and 8 AND class_id  IN ( 1 ) AND festival_id  IN ( 1 ) AND headgear NOT IN ( 1 ) AND bestplace5  IN ( 1 ) AND classmove  IN ( -3,-2,-1,0 ) AND distancemove NOT IN ( -1760,-1650,-1540,-1430,-1320,-1210,-1100,-990,-880,-770,-660,-550,-440,-330,-220 ) AND careerruns>0 AND country_id=1 AND dateyears >=2003",,none,-60.04,113.0,noggin4:66,"(frozenset({'TEST PASSED LEGALLY1', 'headgear NOT IN (1)', 'careerruns NOT BETWEEN 6 and 10', 'bestplace5 IN (1)', 'country_id=1', 'catwins BETWEEN 1 and 8', 'class_id IN (1)', 'classmove IN (-3,-2,-1,0)', 'careerruns>0', 'trainerhorseruns BETWEEN 0 and 21', 'festival_id IN (1)', 'distancemove NOT IN (-1760,-1650,-1540,-1430,-1320,-1210,-1100,-990,-880,-770,-660,-550,-440,-330,-220)', 'number_of_runners BETWEEN 11 and 40'}), 'none')"
noggin4,67,SS 3 Down CHP 7.01 - 200.00,"TEST PASSED LEGALLY1 AND ormove10  BETWEEN -143 and -3 AND careerruns  BETWEEN 7 and 35 AND hgruns  BETWEEN 0 and 7 AND horserunssincewin NOT BETWEEN 1 and 8 AND lastrun  BETWEEN 3 and 90 AND nh_flat_aw_id  IN ( 2 ) AND classincirish  IN ( 5,6 ) AND headgear  IN ( 1 ) AND bestplace3 NOT IN ( 2 ) AND headgearlr NOT IN ( 1 ) AND careerruns>0 AND dateyears >=2003",,7.01 - 200,-12.76,570.0,noggin4:67,"(frozenset({'classincirish IN (5,6)', 'bestplace3 NOT IN (2)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'ormove10 BETWEEN -143 and -3', 'horserunssincewin NOT BETWEEN 1 and 8', 'lastrun BETWEEN 3 and 90', 'careerruns BETWEEN 7 and 35', 'headgearlr NOT IN (1)', 'hgruns BETWEEN 0 and 7', 'careerruns>0', 'headgear IN (1)'}), '7.01 - 200')"
noggin4,68,SS VISOR 10.01 - 400.00,"TEST PASSED LEGALLY1 AND ormove10  BETWEEN -29 and -1 AND catruns  BETWEEN 0 and 44 AND country_id = 1 AND class_id  IN ( 3,4,5,6,7 ) AND horsecountry NOT IN ( 3 ) AND headgear  IN ( 3,21 ) AND bestplace3 NOT IN ( 8,9,10 ) AND bestplace5  IN ( 1,2,3,4,5,6 ) AND distancemove  IN ( -660,-550,-440,-330,-220 ) AND headgearlr NOT IN ( 2,3 ) AND careerruns>0 AND country_id=1 AND dateyears >=2003",,10.01 - 400,54.46,494.0,noggin4:68,"(frozenset({'headgear IN (3,21)', 'bestplace3 NOT IN (8,9,10)', 'bestplace5 IN (1,2,3,4,5,6)', 'catruns BETWEEN 0 and 44', 'TEST PASSED LEGALLY1', 'careerruns>0', 'country_id=1', 'country_id = 1', 'ormove10 BETWEEN -29 and -1', 'class_id IN (3,4,5,6,7)', 'horsecountry NOT IN (3)', 'distancemove IN (-660,-550,-440,-330,-220)', 'headgearlr NOT IN (2,3)'}), '10.01 - 400')"
noggin4,69,NH 6YO AW or TURF LTO,"TEST PASSED LEGALLY1 AND horse_age = 6 AND odds_workout  BETWEEN 37 and 78 AND careerruns NOT BETWEEN 10 and 17 AND nh_flat_aw_id  IN ( 1 ) AND r2nh_flat_aw_id  IN ( 2,3 ) AND careerruns>0 AND dateyears >=2003",,none,-86.86,977.0,noggin4:69,"(frozenset({'r2nh_flat_aw_id IN (2,3)', 'careerruns NOT BETWEEN 10 and 17', 'odds_workout BETWEEN 37 and 78', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'careerruns>0', 'horse_age = 6'}), 'none')"
noggin4,70,SS YORK 5.5f plus,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1210 and 4400 AND number_of_runners  BETWEEN 10 and 40 AND horse_age  BETWEEN 3 and 7 AND odds_workout  BETWEEN 46 and 75 AND track_id  IN ( 86 ) AND horsecountry  IN ( 1,2 ) AND headgear NOT IN ( 23 ) AND distancemove  IN ( -440,-330,-220,-110,0 ) AND d2jockeys_claim  IN ( 0,1,2,3 ) AND careerruns>0 AND dateyears >=2003",,none,-10.2,171.0,noggin4:70,"(frozenset({'d2jockeys_claim IN (0,1,2,3)', 'TEST PASSED LEGALLY1', 'distancemove IN (-440,-330,-220,-110,0)', 'odds_workout BETWEEN 46 and 75', 'horsecountry IN (1,2)', 'track_id IN (86)', 'headgear NOT IN (23)', 'careerruns>0', 'number_of_runners BETWEEN 10 and 40', 'yards BETWEEN 1210 and 4400', 'horse_age BETWEEN 3 and 7'}), 'none')"
noggin4,71,SS 4YO TURF JUNE GB All BSPs 2 runs season,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1100 and 3300 AND number_of_runners  BETWEEN 8 and 40 AND horse_age = 4 AND seasonalruns = 2 AND catruns NOT BETWEEN 0 and 1 AND nh_flat_aw_id  IN ( 2 ) AND track_id  IN ( 2,3,8,10,14,17,18,19,23,32,43,45,61,62,63,71,78,79,85,86 ) AND classincirish  IN ( 1,3,5,6,7 ) AND datemonthofyear  IN ( 6 ) AND horsecountry  IN ( 1 ) AND dateyears >=2003",,none,-69.32,157.0,noggin4:71,"(frozenset({'number_of_runners BETWEEN 8 and 40', 'horsecountry IN (1)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'catruns NOT BETWEEN 0 and 1', 'seasonalruns = 2', 'classincirish IN (1,3,5,6,7)', 'horse_age = 4', 'datemonthofyear IN (6)', 'track_id IN (2,3,8,10,14,17,18,19,23,32,43,45,61,62,63,71,78,79,85,86)', 'yards BETWEEN 1100 and 3300'}), 'none')"
noggin4,72,SS 4YO GB straits  2023,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1100 and 1760 AND dateweek  BETWEEN 15 and 33 AND horse_age = 4 AND catruns  BETWEEN 0 and 15 AND lastrun NOT BETWEEN 1 and 2 AND country_id = 1 AND tonguetie = 0 AND track_id NOT IN ( 27,53 ) AND trackdirection  IN ( 3 ) AND horsecountry  IN ( 1 ) AND bestplace5  IN ( 1,2,3,4,5,6,7 ) AND classmove  IN ( 0,1,2 ) AND distancemove NOT IN ( 110,220,330,440,550,660,770,880,990 ) AND r2nh_flat_aw_id  IN ( 1,2 ) AND careerruns>0 AND dateyears >=2003",,none,170.66,1233.0,noggin4:72,"(frozenset({'catruns BETWEEN 0 and 15', 'horse_age = 4', 'bestplace5 IN (1,2,3,4,5,6,7)', 'country_id = 1', 'r2nh_flat_aw_id IN (1,2)', 'dateweek BETWEEN 15 and 33', 'track_id NOT IN (27,53)', 'trackdirection IN (3)', 'careerruns>0', 'horsecountry IN (1)', 'TEST PASSED LEGALLY1', 'yards BETWEEN 1100 and 1760', 'distancemove NOT IN (110,220,330,440,550,660,770,880,990)', 'tonguetie = 0', 'classmove IN (0,1,2)', 'lastrun NOT BETWEEN 1 and 2'}), 'none')"
noggin4,73,CHELT 2023 IRISH IRE horses 14.01 - 500.00,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 4 and 11 AND odds_workout  BETWEEN 32 and 81 AND festival_id  IN ( 1 ) AND distancemove NOT IN ( -1870,-1760,-1650,-1540,-1210,-1100,-990,-880,-770,-660,-550,-440,-330,-220 ) AND trainerlocation  IN ( 11,12,13 ) AND careerruns>0 AND race_date>='2012-7-1' AND dateyears >=2003",,14.01 - 500,-54.63,299.0,noggin4:73,"(frozenset({'TEST PASSED LEGALLY1', 'horse_age BETWEEN 4 and 11', 'odds_workout BETWEEN 32 and 81', ""race_date>='2012-7-1'"", 'careerruns>0', 'distancemove NOT IN (-1870,-1760,-1650,-1540,-1210,-1100,-990,-880,-770,-660,-550,-440,-330,-220)', 'trainerlocation IN (11,12,13)', 'festival_id IN (1)'}), '14.01 - 500')"
noggin4,74,CHELT 11-20 runs 2023,"TEST PASSED LEGALLY1 AND number_of_runners  BETWEEN 11 and 40 AND hgruns  BETWEEN 11 and 20 AND catwins  BETWEEN 1 and 7 AND class_id  IN ( 1 ) AND festival_id  IN ( 1 ) AND headgear  IN ( 4,23 ) AND bestplace5  IN ( 1 ) AND classmove  IN ( -3,-2,-1,0 ) AND distancemove NOT IN ( -1760,-1650,-1540,-1430,-1320,-1210,-1100,-990,-880,-770,-660,-550,-440,-330,-220 ) AND careerruns>0 AND country_id=1 AND dateyears >=2003",,none,-48.5,51.0,noggin4:74,"(frozenset({'TEST PASSED LEGALLY1', 'festival_id IN (1)', 'bestplace5 IN (1)', 'country_id=1', 'class_id IN (1)', 'hgruns BETWEEN 11 and 20', 'headgear IN (4,23)', 'classmove IN (-3,-2,-1,0)', 'careerruns>0', 'catwins BETWEEN 1 and 7', 'distancemove NOT IN (-1760,-1650,-1540,-1430,-1320,-1210,-1100,-990,-880,-770,-660,-550,-440,-330,-220)', 'number_of_runners BETWEEN 11 and 40'}), 'none')"
noggin4,75,SS 4YO IRE Jul-Sep 4.51 - 150.00,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1320 and 1760 AND horse_age = 4 AND careerruns  BETWEEN 5 and 28 AND seasonalruns  BETWEEN 3 and 5 AND r2number_of_runners  BETWEEN 9 and 20 AND r2rt1_id = 1 AND nh_flat_aw_id  IN ( 2 ) AND track_id NOT IN ( 27,30,59,62,65,71,40,43,46,51,63 ) AND datemonthofyear  IN ( 7,8,9 ) AND horsecountry  IN ( 2 ) AND bestplace3  IN ( 1,2,3,4,5,6,7,8,9 ) AND classmove  IN ( -1,0,1 ) AND d2placing NOT IN ( 1 ) AND careerruns>0 AND dateyears >=2003",,4.51 - 150,-102.7,543.0,noggin4:75,"(frozenset({'datemonthofyear IN (7,8,9)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'horse_age = 4', 'careerruns BETWEEN 5 and 28', 'seasonalruns BETWEEN 3 and 5', 'r2rt1_id = 1', 'track_id NOT IN (27,30,59,62,65,71,40,43,46,51,63)', 'yards BETWEEN 1320 and 1760', 'horsecountry IN (2)', 'classmove IN (-1,0,1)', 'bestplace3 IN (1,2,3,4,5,6,7,8,9)', 'careerruns>0', 'r2number_of_runners BETWEEN 9 and 20', 'd2placing NOT IN (1)'}), '4.51 - 150')"
noggin4,76,CHELT 2023 C Place Hurdle,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 7 and 9 AND catruns  BETWEEN 5 and 17 AND trackplaces  BETWEEN 2 and 7 AND festival_id  IN ( 1 ) AND rt4_id  IN ( 2 ) AND d2placing  IN ( 1,2,3,4,93,95 ) AND dateyears >=2003",,none,21.62,25.0,noggin4:76,"(frozenset({'horse_age BETWEEN 7 and 9', 'catruns BETWEEN 5 and 17', 'trackplaces BETWEEN 2 and 7', 'TEST PASSED LEGALLY1', 'd2placing IN (1,2,3,4,93,95)', 'rt4_id IN (2)', 'festival_id IN (1)'}), 'none')"
noggin4,77,CHELT 2023 HDGRdiff pt2,"TEST PASSED LEGALLY1 AND number_of_runners  BETWEEN 17 and 30 AND horse_age  BETWEEN 8 and 10 AND odds_workout  BETWEEN 19 and 80 AND hgruns  BETWEEN 0 and 5 AND festival_id  IN ( 1 ) AND horsecountry  IN ( 1,2 ) AND headgear  IN ( 1 ) AND dateyears >=2003",,none,110.57,50.0,noggin4:77,"(frozenset({'TEST PASSED LEGALLY1', 'hgruns BETWEEN 0 and 5', 'horsecountry IN (1,2)', 'odds_workout BETWEEN 19 and 80', 'horse_age BETWEEN 8 and 10', 'festival_id IN (1)', 'headgear IN (1)', 'number_of_runners BETWEEN 17 and 30'}), 'none')"
noggin4,78,CHELT 2023 C Win,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 5 and 9 AND trackwins <> 0 AND festival_id  IN ( 1 ) AND rt4_id  IN ( 1 ) AND horsecountry  IN ( 1,2,3 ) AND bestplace5  IN ( 1,2 ) AND dateyears >=2003",,none,-12.51,88.0,noggin4:78,"(frozenset({'horsecountry IN (1,2,3)', 'trackwins <> 0', 'TEST PASSED LEGALLY1', 'rt4_id IN (1)', 'horse_age BETWEEN 5 and 9', 'bestplace5 IN (1,2)', 'festival_id IN (1)'}), 'none')"
noggin4,79,SS NH Plumpton HDGRdiff 2.01 - 150.00,"TEST PASSED LEGALLY1 AND careerruns <> 0 AND lastrun  BETWEEN 16 and 90 AND horsesex = 1 AND r2rt1_id = 1 AND nh_flat_aw_id  IN ( 1 ) AND track_id  IN ( 58 ) AND horsecountry  IN ( 2,3,4 ) AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003",,2.01 - 150,21.8,147.0,noggin4:79,"(frozenset({'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'horsecountry IN (2,3,4)', 'careerruns <> 0', 'r2rt1_id = 1', 'lastrun BETWEEN 16 and 90', 'careerruns>0', 'horsesex = 1', 'track_id IN (58)'}), '2.01 - 150')"
noggin4,80,SS SOUTHAW BOWRING SR 5F,TEST PASSED LEGALLY1 AND yards = 1100 AND track_id  IN (68) AND distancemove NOT IN (0) AND trainer_id  IN (2903) AND careerruns>0 AND dateyears >=2003,,none,0.0,0.0,noggin4:80,"(frozenset({'TEST PASSED LEGALLY1', 'track_id IN (68)', 'careerruns>0', 'distancemove NOT IN (0)', 'trainer_id IN (2903)', 'yards = 1100'}), 'none')"
noggin4,81,3YO first run of season v2 see N4-36,"TEST PASSED LEGALLY1 AND horse_age = 3 AND lastrun  BETWEEN 241 and 99999 AND horsesex = 1 AND nh_flat_aw_id  IN ( 2 ) AND classincirish  IN ( 2,3,4,5 ) AND headgear  IN ( 23 ) AND bestplace10  IN ( 1,2,3,4,5,6 ) AND distancemove NOT IN ( -1100,-990,-880,-770,-660,-550,-440,-330,-220 ) AND d2jockeys_claim  IN ( 0 ) AND careerruns>0 AND dateyears >=2003",,none,126.14,582.0,noggin4:81,"(frozenset({'TEST PASSED LEGALLY1', 'distancemove NOT IN (-1100,-990,-880,-770,-660,-550,-440,-330,-220)', 'nh_flat_aw_id IN (2)', 'classincirish IN (2,3,4,5)', 'horse_age = 3', 'lastrun BETWEEN 241 and 99999', 'bestplace10 IN (1,2,3,4,5,6)', 'headgear IN (23)', 'd2jockeys_claim IN (0)', 'careerruns>0', 'horsesex = 1'}), 'none')"
